Subject,Start Date,Start Time,End Date,End Time,All day event,Description,Show time as
"Bridget of Sweden, Religious, Patron of Europe",23/07/2004,,,,TRUE,"Lectionary Details for 23/07/2004
Year: C/2 Colour: White Gloria  - Divine Office Week: 4
Readings for Mass First Reading: Jeremiah 3:14-17 Responsorial Psalm: Jeremiah 31:10, 11-12, 13 Gospel: Matthew 13:18-23 Saint Bridget of Sweden, religious - Optional Memorial Readings for Mass From the Common of holy men and women [for religious] or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Our Lady on Saturday; Sharbel Makhluf, Priest",24/07/2004,,,,TRUE,"Lectionary Details for 24/07/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass First Reading: Jeremiah 7:1-11 Responsorial Psalm: Psalms 84:3, 4, 5-6, 8, 11 Gospel: Matthew 13:24-30 Blessed Virgin Mary - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Seventeenth Sunday in Ordinary Time; Seventh Sunday after Trinity; ,25/07/2004,,,,TRUE,"Lectionary Details for 25/07/2004
Year: C/2 Colour: White Gloria Creed - Divine Office Week: 1
Readings for Mass First Reading: Genesis 18:20-32 Responsorial Psalm: Psalms 138:1-2, 2-3, 6-7, 7-8 Second Reading: Colossians 2:12-14 Gospel: Luke 11:1-13

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Joachim and Ann, parents of Mary or James, Apostle",26/07/2004,,,,TRUE,"Lectionary Details for 26/07/2004
Year: C/2 Colour: White or Red Gloria - Divine Office Week: 1
Readings for Mass First Reading: Sirach 44:1, 10-15 Responsorial Psalm: Psalms 132:11, 13-14, 17-18 Gospel: Matthew 13:16-17

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Brooke Foss Westcott, Bishop of Durham, Teacher of the Faith, 1901; Peter Chrysologus, Bishop and Doctor",27/07/2004,,,,TRUE,"Lectionary Details for 27/07/2004
Year: C/2 Colour: White   - Divine Office Week: 1
Readings for Mass First Reading: Jeremiah 14:17-22 Responsorial Psalm: Psalms 79:8, 9, 11, 13 Gospel: Matthew 13:35-43

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Wednesday of the Seventeenth week in Ordinary Time,28/07/2004,,,,TRUE,"Lectionary Details for 28/07/2004
Year: C/2 Colour: Green   - Divine Office Week: 1
Readings for Mass First Reading: Jeremiah 15:10, 16-21 Responsorial Psalm: Psalms 59:2-3, 4, 10-11, 17, 18 Gospel: Matthew 13:44-46

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Martha, Mary and Lazarus, Companions of Our Lord",29/07/2004,,,,TRUE,"Lectionary Details for 29/07/2004
Year: C/2 Colour: White   - Divine Office Week: 1
Readings for Mass From the Common of holy men and women except for From this reading Gospel: John 11:19-27, or Luke 10:38-42

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"William Wilberforce, Social Reformer, 1833",30/07/2004,,,,TRUE,"Lectionary Details for 30/07/2004
Year: C/2 Colour: White   - Divine Office Week: 1
Readings for Mass First Reading: Jeremiah 26:1-9 Responsorial Psalm: Psalms 69:6, 8-10, 14 Gospel: Matthew 13:54-58 Saint Peter Chrysologus, bishop and doctor - Optional Memorial Readings for Mass From the Common of pastors or From the Common of doctors of the Church or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Ignatius of Loyola, priest ",31/07/2004,,,,TRUE,"Lectionary Details for 31/07/2004
Year: C/2 Colour: White   - Divine Office Week: 1
Readings for Mass From the Common of pastors or From the Common of holy men and women [for religious] or From the Proper of the Season (Saturday of the Seventeenth week in Ordinary Time) First Reading: Jeremiah 26:11-16, 24 Responsorial Psalm: Psalms 69:15-16, 30-31, 33-34 Gospel: Matthew 14:1-12 or From this reading First Reading: First Corinthians 10:31--11:1

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Eighteenth Sunday in Ordinary Time; Eigth Sunday after Trinity,01/08/2004,,,,TRUE,"Lectionary Details for 01/08/2004
Year: C/2 Colour: Green Gloria Creed - Divine Office Week: 2
Readings for Mass First Reading: Ecclesiastes 1:2; 2:21-23 Responsorial Psalm: Psalms 95:1-2, 6-7, 8-9 Second Reading: Colossians 3:1-5, 9-11 Gospel: Luke 12:13-21

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Eusebius of Vercelli, Bishop; Peter Julian Eymard, Priest",02/08/2004,,,,TRUE,"Lectionary Details for 02/08/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass First Reading: Jeremiah 28:1-17 Responsorial Psalm: Psalms 119:29, 43, 79, 80, 95, 102 Gospel: Matthew 14:13-21 Saint Eusebius of Vercelli, bishop - Optional Memorial Readings for Mass From the Common of pastors or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Tuesday of the Eighteenth week in Ordinary Time,03/08/2004,,,,TRUE,"Lectionary Details for 03/08/2004
Year: C/2 Colour: Green   - Divine Office Week: 2
Readings for Mass First Reading: Jeremiah 30:1-2, 12-15, 18-22 Responsorial Psalm: Psalms 102:16-18, 19-21, 29, 22-23 Gospel: Matthew 14:22-36, or Matthew 15:1-2, 10-14

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" John Vianney, priest, 1859",04/08/2004,,,,TRUE,"Lectionary Details for 04/08/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass From the Common of pastors Especially First Reading: Ezekiel 3:17-21 or From the Proper of the Season (Wednesday of the Eighteenth week in Ordinary Time) First Reading: Jeremiah 31:1-7 Responsorial Psalm: Jeremiah 31:10, 11-12, 13 Gospel: Matthew 15:21-28 or From this reading Gospel: Matthew 9:35--10:1

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Oswald, King of Northumbria, Martyr 642",05/08/2004,,,,TRUE,"Lectionary Details for 05/08/2004
Year: C/2 Colour: Red   - Divine Office Week: 2
Readings for Mass First Reading: Jeremiah 31:31-34 Responsorial Psalm: Psalms 51:12-13, 14-15, 18-19 Gospel: Matthew 16:13-23 Dedication of the Basilica of St. Mary Major in Rome - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Transfiguration of the Lord ,06/08/2004,,,,TRUE,"Lectionary Details for 06/08/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass First Reading: Daniel 7:9-10, 13-14 Responsorial Psalm: Psalms 97:1-2, 5-6, 9 Second Reading: Second Peter 1:16-19 Gospel: Luke 9:28-36

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"John Mason Neale, Priest, Hymn Writer, 1866",07/08/2004,,,,TRUE,"Lectionary Details for 07/08/2004
Year: C/2 Colour: Green   - Divine Office Week: 2
Readings for Mass First Reading: Habakkuk 1:12--2:4 Responsorial Psalm: Psalms 9:8-9, 10-11, 12-13 Gospel: Matthew 17:14-20 Saint Sixtus II, pope and martyr, and companions, martyrs - Optional Memorial Readings for Mass From the Common of martyrs or From the Proper of the Season Saint Cajetan, priest - Optional Memorial Readings for Mass From the Common of pastors or From the Common of holy men and women [for religious] or From the Proper of the Season Blessed Virgin Mary - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Nineteenth Sunday in Ordinary Time; Ninth Sunday after Trinity,08/08/2004,,,,TRUE,"Lectionary Details for 08/08/2004
Year: C/2 Colour: Green Gloria Creed - Divine Office Week: 3
Readings for Mass First Reading: Wisdom 18:6-9 Responsorial Psalm: Psalms 33:1, 12, 18-19, 20-22 Second Reading: Hebrews 11:1-2, 8-19 or 11:1-2, 8-12 Gospel: Luke 12:32-48 or 12:35-40

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Teresa Benedicta of the Cross (Edith Stein), Virgin and Martyr; Mary Sumner, Founder of the Mothers Union",09/08/2004,,,,TRUE,"Lectionary Details for 09/08/2004
Year: C/2 Colour: Red or White  - Divine Office Week: 3
Readings for Mass First Reading: Ezekiel 1:2-5, 24-28 Responsorial Psalm: Psalms 148:1-2, 11-12, 12-14, 14 Gospel: Matthew 17:22-27

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Lawrence, deacon and Martyr ",10/08/2004,,,,TRUE,"Lectionary Details for 10/08/2004
Year: C/2 Colour: Red   - Divine Office Week: 3
Readings for Mass First Reading: Second Corinthians 9:6-10 Responsorial Psalm: Psalms 112:1-2, 5-6, 7-8, 9 Gospel: John 12:24-26

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Clare of Assisi, Religious, Founder of the Poor Clares 1253 ",11/08/2004,,,,TRUE,"Lectionary Details for 11/08/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass From the Common of holy men and women [for religious] or From the Proper of the Season (Wednesday of the Nineteenth week in Ordinary Time) First Reading: Ezekiel 9:1-7; 10:18-22 Responsorial Psalm: Psalms 113:1-2, 3-4, 5-6 Gospel: Matthew 18:15-20

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Jane Frances de Chantal, Religious",12/08/2004,,,,TRUE,"Lectionary Details for 12/08/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass First Reading: Ezekiel 12:1-12 Responsorial Psalm: Psalms 78:56-57, 58-59, 61-62 Gospel: Matthew 18:21--19:1

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Pontian and Hippolytus, Priests and Martyrs; Jeremy Taylor, Bishop of Down and Connor, Teacher 1667; Florence Nightingale, Social Reformer, 1910; Octavia Hill, Social Reformer 1912",13/08/2004,,,,TRUE,"Lectionary Details for 13/08/2004
Year: C/2 Colour: Red or White  - Divine Office Week: 3
Readings for Mass First Reading: Ezekiel 16:1-15, 60, 63, or Ezekiel 16:59-63 Responsorial Psalm: Isaiah 12:2-3, 4, 5-6 Gospel: Matthew 19:3-12 Saints Pontian, pope and martyr, and Hippolytus, priest and martyr - Optional Memorial Readings for Mass From the Common of martyrs or From the Common of pastors or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Maximilian Mary Kolbe, priest and Martyr ",14/08/2004,,,,TRUE,"Lectionary Details for 14/08/2004
Year: C/2 Colour: Red   - Divine Office Week: 3
Readings for Mass From the Common of martyrs or From the Common of pastors or From the Proper of the Season (Saturday of the Nineteenth week in Ordinary Time) First Reading: Ezekiel 18:1-10, 13, 30-32 Responsorial Psalm: Psalms 51:12-13, 14-15, 18-19 Gospel: Matthew 19:13-15 Readings for Vigil Mass for Assumption of the Virgin Mary into Heaven First Reading: First Chronicles 15:3-4, 15, 16; 16:1-2 Responsorial Psalm: Psalms 132:6-7, 9-10, 13-14 Second Reading: First Corinthians 15:54-57 Gospel: Luke 11:27-28

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Assumption of the Blessed Virgin Mary,15/08/2004,,,,TRUE,"Lectionary Details for 15/08/2004
Year: C/2 Colour: White Gloria Creed - Divine Office Week: PROPER
Readings for Mass First Reading: Revelation 11:19; 12:1-6, 10 Responsorial Psalm: Psalms 45:10, 11, 12, 16 Second Reading: First Corinthians 15:20-26 Gospel: Luke 1:39-56

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Stephen of Hungary,16/08/2004,,,,TRUE,"Lectionary Details for 16/08/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass First Reading: Ezekiel 24:15-24 Responsorial Psalm: Deuteronomy 32:18-19, 20, 21 Gospel: Matthew 19:16-22 Saint Stephen of Hungary - Optional Memorial Readings for Mass From the Common of holy men and women or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Tuesday of the Twentieth week in Ordinary Time,17/08/2004,,,,TRUE,"Lectionary Details for 17/08/2004
Year: C/2 Colour: Green   - Divine Office Week: 4
Readings for Mass First Reading: Ezekiel 28:1-10 Responsorial Psalm: Deuteronomy 32:26-27, 27-28, 30, 35-36 Gospel: Matthew 19:23-30

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Wednesday of the Twentieth week in Ordinary Time,18/08/2004,,,,TRUE,"Lectionary Details for 18/08/2004
Year: C/2 Colour: Green   - Divine Office Week: 4
Readings for Mass First Reading: Ezekiel 34:1-11 Responsorial Psalm: Psalms 23:1-3, 3-4, 5, 6 Gospel: Matthew 20:1-16 

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"John Eudes, Priest",19/08/2004,,,,TRUE,"Lectionary Details for 19/08/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass First Reading: Ezekiel 36:23-28 Responsorial Psalm: Psalms 51:12-13, 14-15, 18-19 Gospel: Matthew 22:1-14 Saint John Eudes, priest - Optional Memorial Readings for Mass From the Common of pastors or From the Common of holy men and women Especially First Reading: Ephesians 3:14-19 or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Bernard, abbot and doctor; William and Catherine Booth, founders of the Salvation Army, 1912 and 1890",20/08/2004,,,,TRUE,"Lectionary Details for 20/08/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass From the Common of doctors of the Church or From the Common of holy men and women [for religious] or From the Proper of the Season (Friday of the Twentieth week in Ordinary Time) First Reading: Ezekiel 37:1-14 Responsorial Psalm: Psalms 107:2-3, 4-5, 6-7, 8-9 Gospel: Matthew 22:34-40

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Pius X, pope ",21/08/2004,,,,TRUE,"Lectionary Details for 21/08/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass From the Common of pastors [for a pope] Especially First Reading: First Thessalonians 2:2-8 or From the Proper of the Season (Saturday of the Twentieth week in Ordinary Time) First Reading: Ezekiel 43:1-7 Responsorial Psalm: Psalms 85:9-10, 11-12, 13-14 Gospel: Matthew 23:1-12

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
